"OrderID","ProductID","Qty","OrderID-2","ProductID-2","Qty-2"
"CA-2017-149888","FUR-TA-10000849",4,NULL,NULL,NULL
"CA-2017-149888","TEC-PH-10003811",5,NULL,NULL,NULL
"CA-2017-150525","OFF-AR-10002375",2,NULL,NULL,NULL
"CA-2017-151225","TEC-PH-10004100",5,NULL,NULL,NULL
"CA-2017-152226","OFF-LA-10000443",2,NULL,NULL,NULL
"CA-2017-153339","FUR-FU-10001967",1,NULL,NULL,NULL
"CA-2017-154102","OFF-PA-10001593",5,NULL,NULL,NULL
"CA-2017-154109","OFF-PA-10000157",3,NULL,NULL,NULL
"CA-2017-154214","FUR-FU-10000206",1,NULL,NULL,NULL
"CA-2017-154760","OFF-BI-10004632",3,NULL,NULL,NULL
"CA-2017-154949","OFF-LA-10002034",3,NULL,NULL,NULL
"CA-2017-155607","OFF-BI-10003364",4,NULL,NULL,NULL
"CA-2017-155929","OFF-PA-10000859",2,NULL,NULL,NULL
"CA-2017-156237","FUR-FU-10001057",8,NULL,NULL,NULL
"CA-2017-156237","TEC-MA-10001681",2,NULL,NULL,NULL
"CA-2017-156664","OFF-PA-10002222",5,NULL,NULL,NULL
"CA-2017-157350","FUR-FU-10000222",5,NULL,NULL,NULL
"CA-2017-157987","OFF-AP-10000358",1,NULL,NULL,NULL
"CA-2017-158106","OFF-AR-10002255",3,NULL,NULL,NULL
"CA-2017-158120","OFF-BI-10002813",7,NULL,NULL,NULL
"CA-2017-161557","FUR-FU-10004622",5,NULL,NULL,NULL
"CA-2017-161956","OFF-ST-10001370",5,NULL,NULL,NULL
"CA-2017-161970","OFF-AR-10003896",3,NULL,NULL,NULL
"CA-2017-162481","FUR-CH-10003061",3,NULL,NULL,NULL
"CA-2017-162978","TEC-PH-10003092",5,NULL,NULL,NULL
"CA-2017-164378","TEC-AC-10004708",2,NULL,NULL,NULL
"CA-2017-164756","OFF-PA-10003848",4,NULL,NULL,NULL
"CA-2017-166898","TEC-PH-10002564",6,NULL,NULL,NULL
"CA-2017-167227","OFF-AP-10001962",10,NULL,NULL,NULL
"CA-2017-167395","TEC-PH-10004977",5,NULL,NULL,NULL
"CA-2017-167976","OFF-SU-10004661",3,NULL,NULL,NULL
"CA-2017-169264","OFF-LA-10001613",2,NULL,NULL,NULL
"CA-2017-169411","FUR-FU-10001602",1,NULL,NULL,NULL
"CA-2017-169439","OFF-AR-10001374",5,NULL,NULL,NULL
"CA-2017-169607","OFF-PA-10000477",2,NULL,NULL,NULL
"CA-2017-169817","OFF-BI-10004141",2,NULL,NULL,NULL
"US-2014-102715","OFF-PA-10000029",2,NULL,NULL,NULL
"US-2014-107699","OFF-BI-10001249",9,NULL,NULL,NULL
"US-2014-118486","TEC-AC-10004659",2,NULL,NULL,NULL
"US-2014-123519","TEC-AC-10003033",1,NULL,NULL,NULL
"US-2014-137155","OFF-PA-10000806",3,NULL,NULL,NULL
"US-2014-139640","OFF-AR-10002240",4,NULL,NULL,NULL
"US-2014-141257","FUR-CH-10002758",3,NULL,NULL,NULL
"US-2014-143287","OFF-PA-10001776",5,NULL,NULL,NULL
"US-2014-150574","OFF-BI-10000773",2,NULL,NULL,NULL
"US-2014-151925","FUR-CH-10002961",2,NULL,NULL,NULL
"US-2014-157847","OFF-PA-10001593",7,NULL,NULL,NULL
"US-2014-158057","OFF-BI-10004410",4,NULL,NULL,NULL
"US-2014-160780","OFF-BI-10001116",7,NULL,NULL,NULL
"US-2014-168501","OFF-EN-10001509",1,NULL,NULL,NULL
"US-2015-111927","FUR-FU-10004017",3,NULL,NULL,NULL
"US-2015-123218","FUR-BO-10003966",3,NULL,NULL,NULL
"US-2015-129007","OFF-PA-10000994",2,NULL,NULL,NULL
"US-2015-139759","FUR-CH-10002774",1,NULL,NULL,NULL
"US-2015-145422","FUR-BO-10002213",3,NULL,NULL,NULL
"US-2015-150630","OFF-AR-10001683",2,NULL,NULL,NULL
"US-2015-157014","FUR-BO-10004409",1,NULL,NULL,NULL
"US-2015-164966","FUR-CH-10002304",6,NULL,NULL,NULL
"US-2016-107440","TEC-MA-10001047",7,NULL,NULL,NULL
"US-2016-110156","OFF-FA-10003495",12,NULL,NULL,NULL
"US-2016-114013","OFF-BI-10002353",5,NULL,NULL,NULL
"US-2016-114888","OFF-SU-10001212",3,NULL,NULL,NULL
"US-2016-115441","FUR-FU-10001756",5,NULL,NULL,NULL
"US-2016-115819","OFF-BI-10000050",1,NULL,NULL,NULL
"US-2016-116365","TEC-AC-10002942",3,NULL,NULL,NULL
"US-2016-117541","FUR-FU-10000550",4,NULL,NULL,NULL
"US-2016-124163","FUR-CH-10004218",2,NULL,NULL,NULL
"US-2016-126893","TEC-PH-10004165",3,NULL,NULL,NULL
"US-2016-128293","OFF-ST-10000736",1,NULL,NULL,NULL
"US-2016-131114","TEC-AC-10000199",4,NULL,NULL,NULL
"US-2016-135209","OFF-PA-10002986",7,NULL,NULL,NULL
"US-2016-139087","TEC-PH-10000148",2,NULL,NULL,NULL
"US-2016-139388","OFF-FA-10004968",4,NULL,NULL,NULL
"US-2016-139486","TEC-PH-10003555",3,NULL,NULL,NULL
"US-2016-144057","OFF-ST-10001490",6,NULL,NULL,NULL
"US-2016-146570","OFF-AR-10004602",4,NULL,NULL,NULL
"US-2016-147340","FUR-FU-10002501",5,NULL,NULL,NULL
"US-2016-150861","FUR-TA-10002228",2,NULL,NULL,NULL
"US-2016-151827","TEC-PH-10002789",3,NULL,NULL,NULL
"US-2016-161683","OFF-AP-10000179",4,NULL,NULL,NULL
"US-2016-163258","OFF-BI-10000138",3,NULL,NULL,NULL
"US-2016-164196","FUR-TA-10001950",6,NULL,NULL,NULL
"US-2016-164945","OFF-BI-10001524",8,NULL,NULL,NULL
"US-2016-165505","OFF-AR-10003477",6,NULL,NULL,NULL
"US-2016-166660","FUR-CH-10001190",4,NULL,NULL,NULL
"US-2016-167472","TEC-AC-10001109",6,NULL,NULL,NULL
"US-2016-169040","OFF-BI-10001658",3,NULL,NULL,NULL
"US-2017-100482","TEC-AC-10003441",2,NULL,NULL,NULL
"US-2017-100930","OFF-BI-10001679",2,NULL,NULL,NULL
"US-2017-105389","TEC-PH-10002824",5,NULL,NULL,NULL
"US-2017-110604","FUR-CH-10002017",2,NULL,NULL,NULL
"US-2017-116659","TEC-PH-10002824",3,NULL,NULL,NULL
"US-2017-117534","OFF-AR-10003087",9,NULL,NULL,NULL
"US-2017-117534","TEC-CO-10000971",2,NULL,NULL,NULL
"US-2017-118157","OFF-EN-10004459",2,NULL,NULL,NULL
"US-2017-129777","OFF-PA-10001970",2,NULL,NULL,NULL
"US-2017-130953","OFF-BI-10004828",2,NULL,NULL,NULL
"US-2017-133361","TEC-AC-10003280",3,NULL,NULL,NULL
"US-2017-133781","OFF-EN-10004483",3,NULL,NULL,NULL
"US-2017-141943","OFF-EN-10003448",2,NULL,NULL,NULL
"US-2017-147886","OFF-PA-10000232",2,NULL,NULL,NULL
"US-2017-148866","OFF-PA-10004782",5,NULL,NULL,NULL
"US-2017-149510","OFF-BI-10004233",6,NULL,NULL,NULL
"US-2017-152569","TEC-PH-10002185",2,NULL,NULL,NULL
"US-2017-158526","FUR-CH-10002602",8,NULL,NULL,NULL
"US-2017-160465","TEC-PH-10004522",6,NULL,NULL,NULL
"US-2017-165344","OFF-BI-10003196",10,NULL,NULL,NULL
"US-2017-165358","TEC-CO-10001943",5,NULL,NULL,NULL
"US-2017-167920","OFF-AP-10000159",5,NULL,NULL,NULL
"US-2017-169502","OFF-AP-10001947",5,NULL,NULL,NULL
"US-2017-169551","FUR-BO-10001519",3,NULL,NULL,NULL
